task_1_correct_source,task_3_correct_patient,object_qs,task_2_synonym,task_2_correct,task_3_synonym,log_exists,task_3_str_from_user,task_2_enum_from_user,task_3_correct,task_2_perception_ex,task_2_oidx_from_user,task_2_correct_action,task_2_str_from_user,incomplete_logfile,tasks_easy,task_3_perception_yn,understood,use_relocation,task_1_correct_action,error_found_in_logfile,task_1_oidx_from_user,task_2_perception_yn,task_1_correct_recipient,task_1_perception_ex,task_1_correct_patient,task_1_correct_goal,task_3_correct_recipient,task_3_perception_ex,task_3_f1,task_2_correct_source,use_delivery,task_3_correct_goal,task_1_perception_q,task_1_perception_yn,task_3_oidx_from_user,task_2_f1,task_3_clarification,task_1_synonym,task_2_correct_goal,task_2_clarification,use_navigation,pickle_exists,task_1_f1,task_2_correct_patient,task_1_enum_from_user,task_3_perception_q,task_3_enum_from_user,task_1_clarification,worker_id,task_2_perception_q,task_2_correct_recipient,warning_found_in_logfile,task_1_correct,task_3_correct_source,frustrated,task_1_str_from_user,task_3_correct_action,uid
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,4,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,0,0,0,3,A272X64FOZFYLB,0,-2,0,1,-2,1,3,-2,5c1d7f4f2a35b
-2,-2,0,0,-1,0,1,0,0,-2,0,0,-1,0,1,0,0,0,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,-1,0,-2,0,0,0,-1,0,0,-1,0,,0,-1,-1,0,0,0,0,APQGTC5OPKSYF,0,-1,0,-2,-2,5,0,-2,5c1d7dce355ca
-2,-2,4,0,0,0,1,0,0,-2,3,3,1,9,1,2,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,0.6666666666666666,0,0,0,9,,1,-1,0,0,0,0,0,A2BRZKFG6WAVER,0,1,0,-2,-2,5,0,-2,5c1d9b3b91112
-2,1,4,0,-2,0,1,11,0,0,0,0,-2,0,1,4,3,4,4,-2,0,0,0,-2,0,-2,-2,0,0,0.28571428571428575,-2,,0,0,0,0,-1,9,0,-2,0,,1,-1,-2,0,0,1,0,AOS2PVHT2HYTL,0,-2,0,-2,0,5,0,0,5c1d81fd05927
-2,1,5,0,-2,0,1,12,0,0,0,0,-2,0,1,5,0,2,3,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,13,0,-2,0,,1,-1,-2,0,0,1,0,A26NGLGGFTATVN,0,-2,0,-2,0,4,0,0,5c1d7f3847749
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,2,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,0.5,-2,0,0,0,5,A1UJRYZA3748OU,0,-2,0,0,-2,2,5,-2,5c1da115e9e3b
-2,1,4,0,-2,0,1,8,0,0,0,0,-2,0,1,4,0,2,1,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,10,0,-2,0,,1,-1,-2,0,0,2,0,A2EJ7U3TZAKROG,0,-2,0,-2,0,5,0,0,5c1da0ecb4497
-2,-2,3,0,0,0,1,0,0,-2,3,3,1,9,1,1,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,0.6666666666666666,0,0,0,9,,1,-1,0,0,0,0,0,A1ELPYAFO7MANS,0,1,0,-2,-2,4,0,-2,5c1d802a0420e
-2,-2,3,0,-1,0,1,0,0,-2,0,0,-1,0,1,5,0,3,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,-1,3,-2,0,0,0,-1,0,0,-1,0,,0,-1,-1,0,0,0,0,A8WUIM7FKXJJ0,0,-1,0,-2,-2,3,0,-2,5c1d7d28b974e
-2,-2,2,0,1,0,1,0,1,-2,3,3,1,10,1,4,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,ALV4DAF8DIJ37,0,1,0,-2,-2,5,0,-2,5c1d7e3d39859
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,5,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,1.0,-2,0,0,0,6,A1FYWSPNO7KN1O,0,-2,0,1,-2,4,6,-2,5c1d7ea9ecb63
-2,-2,6,0,0,0,1,0,3,-2,3,3,0,12,1,1,0,0,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,0.28571428571428575,0,0,0,15,,1,-1,1,0,0,0,0,ACURSNZORZLQ3,0,0,0,-2,-2,6,0,-2,5c1d88d640645
-1,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,3,,-1,0,0,0,-1,0,-1,-1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,0,-1,-2,0,0,0,0,AUTYWXILTACCR,0,-2,0,-1,-2,3,0,-2,5c1d7d25b57fd
-2,1,1,0,-2,0,1,7,0,0,0,0,-2,0,1,4,0,4,4,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,8,0,-2,0,,1,-1,-2,0,0,1,0,A1BIN5R8FF4FQR,0,-2,0,-2,0,4,0,0,5c1daae58d6f3
-2,0,1,0,-2,0,1,8,0,0,0,0,-2,0,1,6,0,5,4,-2,0,0,0,-2,0,-2,-2,0,3,0,-2,,0,0,0,3,-1,8,0,-2,0,,1,-1,-2,0,0,0,0,AL7UTA8J27TFK,0,-2,0,-2,0,4,0,0,5c1d7f06527bd
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,6,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,6,1,0.5,-2,0,0,0,2,A791P32K1NPMU,0,-2,0,0,-2,0,2,-2,5c1ed6fb32cbd
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,5,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,3,0,-1,0,0,-2,0,6,1,1.0,-2,1,0,0,5,A3P57IUDHUKNCE,0,-2,0,1,-2,3,7,-2,5c1edb6896da1
-2,1,2,0,-2,0,1,14,0,1,0,0,-2,0,1,6,0,4,1,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,16,0,-2,0,,1,-1,-2,0,0,2,0,A1FYWSPNO7KN1O,0,-2,0,-2,1,5,0,1,5c1ed7061d24c
-2,-2,5,0,1,0,1,0,0,-2,3,3,1,6,1,4,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,6,,1,-1,1,0,0,0,0,A3KC385CZNYEG5,0,1,0,-2,-2,4,0,-2,5c1edf12081ee
-2,1,4,0,-2,0,1,12,0,0,0,0,-2,0,1,5,0,2,3,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,14,0,-2,0,,1,-1,-2,0,0,2,0,A26NGLGGFTATVN,0,-2,0,-2,0,4,0,0,5c1ee597d0175
-2,0,4,0,-2,0,1,2,0,0,0,0,-2,0,1,1,0,1,4,-2,0,0,0,-2,0,-2,-2,0,3,0,-2,,0,0,0,3,-1,2,0,-2,0,,1,-1,-2,0,0,0,0,AOOXBFJFCH68X,0,-2,0,-2,0,4,0,0,5c1ed7a8622db
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,4,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,0.5,-2,0,0,0,6,AKK6H2YXK4RF6,0,-2,0,0,-2,3,6,-2,5c1ed7c45893d
-2,-2,6,0,1,0,1,0,1,-2,3,3,1,16,1,6,0,0,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,17,,1,-1,1,0,0,0,0,A272X64FOZFYLB,0,1,0,-2,-2,6,0,-2,5c1ed828880ad
-1,-2,2,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,5,,-1,0,0,0,-1,0,-1,-1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,0,-1,-2,0,0,0,0,AB9EVC5RVEY2G,0,-2,0,-1,-2,4,0,-2,5c1ed923504ea
-2,-2,2,0,0,0,1,0,1,-2,3,3,0,13,1,4,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,1,-2,0,0,0,0,0,0,0,14,,1,-1,0,0,0,0,0,AHTWQSOY6HTJI,0,0,0,-2,-2,5,0,-2,5c1ed9174a425
-2,-1,1,0,-2,0,1,0,0,-1,0,0,-2,0,1,4,0,0,0,-2,0,0,0,-2,0,-2,-2,-1,0,-1,-2,,-1,0,0,0,-1,0,0,-2,0,,0,-1,-2,0,0,0,0,A308FEI88TJ8WV,0,-2,0,-2,-1,0,0,-1,5c1eda570ef40
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,1,0,0,7,AU7RK2T2CMUBV,0,-2,0,1,-2,1,6,-2,5c1ed76ea5af7
-2,-2,6,0,0,0,1,0,3,-2,3,3,0,10,1,0,0,0,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,0.28571428571428575,0,0,0,13,,1,-1,1,0,0,0,0,A1A6UVH1CCP8CD,0,0,0,-2,-2,6,0,-2,5c1eda0a2a410
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,4,,0,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,3,0,-1,0,0,-2,0,4,1,0,-2,1,0,0,12,A13Q663YKS2A94,0,-2,0,0,-2,4,14,-2,5c1ef78de12bf
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,2,1,1.0,-2,0,0,0,8,AX4COK9AJ0VTR,0,-2,0,1,-2,3,8,-2,5c1ed7d1a6bfd
-2,1,6,0,-2,0,1,15,0,1,0,0,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,18,0,-2,0,,1,-1,-2,0,0,3,0,A1420U4U47LYSK,0,-2,0,-2,1,6,0,1,5c1ed86991fb2
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,5,,1,0,1,0,0,1,0,1,-2,0,-1,-2,,-2,0,2,0,-1,0,0,-2,0,5,1,1.0,-2,1,0,0,5,A1ER7Z5J872XAB,0,-2,0,1,-2,1,6,-2,5c1ed7dcbea2c
-2,-2,4,0,0,0,1,0,0,-2,3,3,0,3,1,3,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,4,-2,0,0,0,0,0,0,0,3,,1,-1,0,0,0,0,0,A2G9TPGBBAVT4J,0,0,0,-2,-2,2,0,-2,5c1ed6d26f928
-2,0,3,0,-2,0,1,5,0,0,0,0,-2,0,1,6,0,5,5,-2,0,0,0,-2,0,-2,-2,0,3,0.3333333333333333,-2,,1,0,0,3,-1,6,0,-2,0,,1,-1,-2,0,0,1,0,A1ASA3IKEZSMWP,0,-2,0,-2,0,0,0,0,5c1ed6edb3af2
-2,1,3,0,-2,0,1,12,0,1,0,0,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,13,0,-2,0,,1,-1,-2,0,0,1,0,AXTFSJDN2YLO5,0,-2,0,-2,1,6,0,1,5c1eda50bad3f
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,0,0,0,,0,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,0.3333333333333333,-2,2,0,0,16,AF214G6Q3MXBR,0,-2,0,0,-2,5,14,-2,5c1ee265ede96
-2,0,6,0,-2,0,1,7,0,0,0,0,-2,0,1,6,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,0,-2,,0,0,0,0,-1,7,0,-2,0,,1,-1,-2,0,0,0,0,A1MCN27QMLEJXC,0,-2,0,-2,0,6,0,0,5c1ed95fc8eb2
-2,1,0,0,-2,0,1,14,0,1,0,0,-2,0,1,5,0,5,5,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,16,0,-2,0,,1,-1,-2,0,0,2,0,A3UF6XXFFRR237,0,-2,0,-2,1,0,0,1,5c1edce17808b
0,-2,6,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,0,,0,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,0,-2,2,0,0,9,A38OIUKAISD8E9,0,-2,0,0,-2,5,7,-2,5c1ee4d1056f5
-2,-2,0,0,1,0,1,0,1,-2,0,0,1,11,1,6,0,5,,-2,0,0,4,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,8,,1,-1,1,0,0,0,0,A3JJSBXL0IPM0P,0,1,0,-2,-2,0,0,-2,5c1ef3b434937
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,2,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,0.5,-2,1,0,0,7,A3IR7DFEKLLLO,0,-2,0,0,-2,4,6,-2,5c1ee138d2f79
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,6,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,0.5,-2,0,0,0,3,A2FMD4UTI82WV6,0,-2,0,0,-2,0,3,-2,5c1ed7a2bf8fa
-2,-2,5,0,1,0,1,0,1,-2,0,0,1,14,1,6,0,5,,-2,0,0,4,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,A5NE8TWS8ZV7B,0,1,0,-2,-2,5,0,-2,5c1ef55776d4f
-2,-2,3,0,1,0,1,0,1,-2,3,3,1,5,1,5,0,3,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,6,,1,-1,1,0,0,0,0,A2DQSGRTWEG7LB,0,1,0,-2,-2,3,0,-2,5c1ed9175b7c1
0,-2,6,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,0,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,0.5,-2,1,0,0,6,A1V6CP5I0TOSAR,0,-2,0,0,-2,0,5,-2,5c1ef7b2ebf2c
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,2,,0,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,3,0,-1,0,0,-2,0,3,1,0,-2,1,0,0,9,A1ZWWK3KY1TUS3,0,-2,0,0,-2,2,11,-2,5c1ed943b9a2f
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,1.0,-2,1,0,0,11,A1ELPYAFO7MANS,0,-2,0,1,-2,4,10,-2,5c1ef594a84f9
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,5,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,5,1,1.0,-2,0,0,0,3,AD3V6XGQWRD6E,0,-2,0,1,-2,1,3,-2,5c1ed8b697ce2
-2,-2,5,0,0,0,1,0,1,-2,3,3,0,17,1,5,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,4,-2,0,0,0,0.28571428571428575,0,0,0,18,,1,-1,1,0,0,0,0,AOS2PVHT2HYTL,0,0,0,-2,-2,4,0,-2,5c1ed856104d1
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,5,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,5,1,0.5,-2,1,0,0,6,A2YG0U6CNBFYS2,0,-2,0,0,-2,2,5,-2,5c1ee1f6d33f6
-2,-2,5,0,1,0,1,0,1,-2,2,2,1,13,1,5,0,1,,-2,0,0,1,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,13,,1,-1,1,0,0,0,0,A1L3937MY09J3I,0,1,0,-2,-2,5,0,-2,5c1f06b263a06
-2,0,0,0,-2,0,1,2,0,0,0,0,-2,0,1,6,0,6,6,-2,0,0,0,-2,0,-2,-2,0,3,0.3333333333333333,-2,,1,0,0,3,-1,2,0,-2,0,,1,-1,-2,0,0,0,0,A2V15R69AQ3901,0,-2,0,-2,0,0,0,0,5c1ed82e815b4
-2,0,5,0,-2,0,1,11,0,0,0,0,-2,0,1,4,0,2,3,-2,0,0,0,-2,0,-2,-2,0,3,0.5,-2,,1,0,0,3,-1,12,0,-2,0,,1,-1,-2,0,0,1,0,A10AVMDRAU2NN5,0,-2,0,-2,0,0,0,1,5c1ed6de27df3
-2,-2,1,0,1,0,1,0,1,-2,0,0,1,12,1,5,0,5,,-2,0,0,3,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,10,,1,-1,1,0,0,0,0,A2O7V3NTBF9RRE,0,1,0,-2,-2,1,0,-2,5c1ee865a2456
-2,-2,3,0,0,0,1,0,1,-2,3,3,1,11,1,2,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,0.6666666666666666,0,0,0,12,,1,-1,1,0,0,0,0,A2NQ3W1MO0D0Z2,0,0,0,-2,-2,5,0,-2,5c1eda04117fe
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,3,,1,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,2,1,0.5,-2,1,0,0,9,A3G11XSPQMWTUG,0,-2,0,0,-2,3,8,-2,5c1ed8ab8cab1
-2,-2,6,0,0,0,1,0,1,-2,0,0,0,9,1,5,0,0,,-2,0,0,3,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,0,0,0,0,7,,1,-1,0,0,0,0,0,A36G7I51D5O1M4,0,0,0,-2,-2,5,0,-2,5c1ed7b72df8c
-2,-2,2,0,1,0,1,0,1,-2,3,3,1,12,1,5,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,13,,1,-1,1,0,0,0,0,A1IMTPKITBLU35,0,1,0,-2,-2,3,0,-2,5c1ef9a7d1689
-2,-2,4,0,1,0,1,0,1,-2,3,3,1,9,1,1,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,4,-2,0,0,0,1.0,0,0,0,10,,1,-1,1,0,0,0,0,A3GU3HI57UJSVJ,0,1,0,-2,-2,3,0,-2,5c1efe22abd4c
-2,-2,2,0,1,0,1,0,2,-2,2,2,1,10,1,2,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,1.0,0,0,0,12,,1,-1,1,0,0,0,0,A2SVMTZTGNHHGY,0,1,0,-2,-2,4,0,-2,5c1ed86ba331c
-2,-2,1,0,1,0,1,0,2,-2,3,3,1,11,1,6,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,13,,1,-1,1,0,0,0,0,A2OZF756R5JSG4,0,1,0,-2,-2,0,0,-2,5c1f11d1c0af1
-2,0,1,0,-2,0,1,8,0,0,0,0,-2,0,1,5,0,1,4,-2,0,0,0,-2,0,-2,-2,0,0,0,-2,,0,0,0,0,-1,9,0,-2,0,,1,-1,-2,0,0,1,0,A19EAP86YMHHC9,0,-2,0,-2,0,2,0,0,5c1ed741d2fbf
-2,-2,5,0,1,0,1,0,2,-2,3,3,1,10,1,1,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,1.0,0,0,0,12,,1,-1,1,0,0,0,0,A21O9ZGMUQUIFP,0,1,0,-2,-2,5,0,-2,5c1ef34c4f88f
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,0,0,1,,1,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,5,1,0.5,-2,1,0,0,9,A2LFM3P6OGUNNR,0,-2,0,0,-2,5,8,-2,5c1ef752d724c
0,-2,6,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,6,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,6,1,0.5,-2,1,0,0,10,A1CWBCN2YIR7V,0,-2,0,0,-2,3,9,-2,5c1efe6679927
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,3,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,1.0,-2,1,0,0,9,AZBY9DS8VTPUK,0,-2,0,1,-2,1,8,-2,5c1f3009234dc
-2,0,1,0,-2,0,1,3,0,0,0,0,-2,0,1,0,0,1,0,-2,0,0,0,-2,0,-2,-2,0,3,0.3333333333333333,-2,,1,0,0,3,-1,3,0,-2,0,,1,-1,-2,0,0,0,0,A2XHOAB5KUUVIV,0,-2,0,-2,0,3,0,0,5c1f322233b51
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,5,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,0,0,0,3,A1E3MR98PNWZBD,0,-2,0,1,-2,1,3,-2,5c1f4a3c6f483
-2,-2,3,0,1,0,1,0,1,-2,3,3,1,10,1,5,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,A26NGLGGFTATVN,0,1,0,-2,-2,2,0,-2,5c1f2d3e9dc1e
-2,-2,3,0,1,0,1,0,2,-2,3,3,1,16,1,4,0,5,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,1.0,0,0,0,18,,1,-1,1,0,0,0,0,A249LDVPG27XCE,0,1,0,-2,-2,4,0,-2,5c1f3605cfd5c
-2,-2,4,0,1,0,1,0,1,-2,3,3,1,12,1,3,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,1.0,0,0,0,13,,1,-1,1,0,0,0,0,A1HMS8SRSDHJ3P,0,1,0,-2,-2,4,0,-2,5c1f39d867a99
-2,-2,4,0,1,0,1,0,1,-2,3,3,1,14,1,6,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,15,,1,-1,1,0,0,0,0,AYYEQBUPC7IM5,0,1,0,-2,-2,4,0,-2,5c1f33d64ebf5
-2,-2,1,0,1,0,1,0,2,-2,2,2,1,14,1,5,0,6,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,16,,1,-1,1,0,0,0,0,AEKJ0Q3OITMRJ,0,1,0,-2,-2,2,0,-2,5c1f331bd4a45
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,6,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,0.5,-2,0,0,0,2,A7UOD6Q0KJLEE,0,-2,0,0,-2,0,2,-2,5c1f36bde1946
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,2,,0,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,5,1,0,-2,1,0,0,12,A2D1QXVGY593TA,0,-2,0,0,-2,5,11,-2,5c1f2f084def4
-2,-2,4,0,1,0,1,0,1,-2,3,3,1,8,1,5,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,4,-2,0,0,0,1.0,0,0,0,9,,1,-1,1,0,0,0,0,AL2J5M8WQIKMI,0,1,0,-2,-2,4,0,-2,5c1f2ec5e8e23
-2,1,2,0,-2,0,1,15,0,1,0,0,-2,0,1,5,0,1,1,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,18,0,-2,0,,1,-1,-2,0,0,3,0,A3HL2LL0LEPZT8,0,-2,0,-2,1,6,0,1,5c1f306564fac
-2,-2,5,0,0,0,1,0,3,-2,3,3,0,10,1,1,0,5,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,0.28571428571428575,0,0,0,13,,1,-1,1,0,0,0,0,A3Q9OV4KEKP6MR,0,0,0,-2,-2,5,0,-2,5c1f38c2ceb25
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,1,,0,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,2,1,0,-2,2,0,0,14,A1F0HIZYHTCJRB,0,-2,0,0,-2,4,12,-2,5c1f2ed90be82
-2,1,2,0,-2,0,1,9,0,0,0,0,-2,0,1,3,0,2,2,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,11,0,-2,0,,1,-1,-2,0,0,2,0,A2VQJP2NB4L3G9,0,-2,0,-2,0,4,0,0,5c1f3c8e50af9
-2,-2,1,0,-1,0,1,0,0,-2,0,0,-1,0,1,6,0,6,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,-1,6,-2,0,0,0,-1,0,0,-1,0,,0,-1,-1,0,0,0,0,A3EF8GZ0SK81BS,0,-1,0,-2,-2,1,0,-2,5c1f3daf1e088
-2,-1,0,0,-2,0,1,0,0,-1,0,0,-2,0,1,4,0,1,3,-2,0,0,0,-2,0,-2,-2,-1,0,-1,-2,,-1,0,0,0,-1,0,0,-2,0,,0,-1,-2,0,0,0,0,A3PLJLUKN3PEA2,0,-2,0,-2,-1,3,0,-1,5c1f3ce53f529
-2,1,4,0,-2,0,1,10,0,0,0,0,-2,0,1,4,1,4,1,-2,0,0,0,-2,0,-2,-2,0,2,0.28571428571428575,-2,,0,0,0,2,-1,10,0,-2,0,,1,-1,-2,0,0,1,0,A1GV0UZU0T2ORS,0,-2,0,-2,0,5,0,0,5c1f346b403f0
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,0.5,-2,1,0,0,5,A3UFIPPVPA90X8,0,-2,0,0,-2,2,4,-2,5c1f315fc6339
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,5,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,0.5,-2,0,0,0,2,A2C84QVRK3KG57,0,-2,0,0,-2,4,2,-2,5c1f42d9ca7be
-2,-2,3,0,0,0,1,0,1,-2,0,0,0,7,1,2,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,0,0,0,0,8,,1,-1,0,0,0,0,0,APF1EAZT104LQ,0,0,0,-2,-2,2,0,-2,5c1f3a30b0f03
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,0,0,5,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,0.5,-2,0,0,0,6,A1ZE52NWZPN85P,0,-2,0,0,-2,0,6,-2,5c1f349659ba9
